Author Name,Total Publication,Total Citation,Total Years,Cite/Year,Cite/Paper,h index,g index,h(2) index,w index,h core citation,m index,f index,t index,tappered_h_index,Maxprod,wu index,pi index,weighted h index,woginger_index,Gh_index,Rm index,X index,h2upper_index,h2 center_index,h2 lower_index,k dash index,i10 index,normalized_h_index,platinium_h_index,m_qoutient_index,HI_index,AW_index,Ar index,V index,hm_index,hf index,gf index,gF index,hi index,h_m_index,k norm index,w norm index,gm index,A index,R index,P index,q2 index,e index,hg_index,pure h index,fractional g index,fractional h index,AWCR,Author/paper,cites/author,paper/author,k index,h dash index,hl norm,hc index,ha index,hi index s,Rational h index,Real h index,Class
GE Strecker,78,2370,35,67.71428571,0.769230769,18,48,6,5,2067,27,23,27,17.47363897,1407,44,18.74,39.40812099,3,18,11.78416448,1,74.30379747,13.67088608,-33.5021097,-1.261419923,28,0.230769231,15.62637363,0.514285714,7.589189189,48.68264578,33.80828301,0.272727273,10.08333333,11,49,78,6.893617021,10.08333333,10.94805195,10.95780591,78,114.8333333,45.46427169,30.38461538,22.04540769,1743,29.39387691,11.13934946,28,10,60.22793769,2.371794872,909.9166667,39.4,222.2874494,1162,10,4,2,6.893617021,19.02702703,9.5,0
S Chmutov,78,1614,36,44.83333333,0.523855891,21,39,7,6,1256,43,28,32,19.65816036,512,47,8.56,30.08321791,4,21,12.38086289,4,51.79677819,27.32342007,-53.22180917,-1.6,37,0.269230769,12.07051282,0.583333333,9.202247191,40.17461885,28.51607734,0.5,13.95,15,40,78,8.647058824,13.95,14.82165605,14.87856258,78,59.80952381,35.44009029,20.69230769,30.0499584,815,28.61817604,13.47546791,25,20,108.9208814,2.282051282,813.0666667,44.4,78.40972381,534.84375,14,11,4,8.647058824,22.02325581,11,0
Vladimir Rokhlin,78,26225,55,476.8181818,8.511846803,51,78,17,20,25655,161,66,78,34.33961528,7929,73,171.83,142.1337398,78,52,30.18300358,3,88.1029552,9.918017159,-3.271687321,-1.036017117,70,0.653846154,311.7657343,0.927272727,26.69798658,161.9413474,129.6760065,0.662337662,34.16666667,45,78,78,25.25242718,34.16666667,44.92341166,44.92617731,78,503.0392157,160.1717828,336.2179487,90.61456837,23054,63.07138812,35.88695844,78,50,709.6249374,1.91025641,17088.08333,51.41666667,16652.82965,15073.76923,44,24,14,25.25242718,52,52,1
WL Beaver,79,12311,55,223.8363636,3.895886076,26,79,10,10,11997,71,36,45,21.40266431,5876,49,107.75,100.9504829,14,27,19.95206188,1.414213562,91.95841118,5.491024287,-8.64267728,-1.044666496,40,0.329113924,73.66766398,0.472727273,9.169642857,110.9549458,88.7590371,0.361111111,14.01666667,19,79,79,8.345679012,14.01666667,18.97223888,18.97368207,79,461.4230769,109.5308176,155.835443,42.96510212,11321,45.32107677,14.73050082,64,22,333.2166602,2.835443038,4159.8,38.21666667,5954.005765,6541.022222,18,11,7,8.345679012,27.0754717,6.2,0
Paul Seidel,79,31408,42,747.8095238,9.939240506,48,79,23,30,30925,512,63,79,32.71346684,16092,69,125.58,159.3988708,57,48,32.96329019,4.242640687,91.1264646,7.335710647,-3.190269995,-1.027618329,67,0.607594937,454.3652803,1.142857143,8.207792208,177.2230233,120.6902371,0.872727273,28.13259925,40,79,79,11.13043478,28.13259925,39.94991108,39.95157285,79,644.2708333,175.855054,397.5696203,156.7673435,28621,61.57921727,23.11408379,79,47,1460.890891,5.848101266,13729.99161,37.56601583,25455.15633,17389.97468,39,30,25,11.13043478,49.05154639,8.5,1
JG Oxley,80,1034,66,15.66666667,0.319135802,20,29,6,4,713,30,25,27,18.70047668,418,44,4.31,23.53720459,1,20,10.86510653,4.69041576,32.20502901,38.68471954,-86.84719536,-2.115299335,33,0.25,3.916666667,0.303030303,10.73825503,32.15587038,18.29617446,0.224719101,19,19,30,80,16,19,18.53246753,18.68665377,80,35.65,26.70205985,12.925,24.49489743,313,24.08318916,17.88854382,27,19,28.00280851,1.8625,880.3690476,58.39285714,31.47516611,231.8518519,18,5,1,16,21.02439024,10.5,0
Peter W. Shor,80,26163,16,1635.1875,8.075,39,80,13,16,25705,144,53,64,28.62441573,10218,59,215.04,144.9482666,39,39,26.57197792,1.414213562,92.43588274,5.813553492,-4.357298475,-1.031560214,53,0.4875,797.1539063,2.4375,16.25,161.7498068,81.18425545,0.951219512,25.7,31,80,80,16.01052632,25.7,30.96430413,30.96560028,80,659.1025641,160.3277892,327.0375,74.93997598,24184,55.85696018,24.98820775,80,31,926.3128844,2.4,20618.45,46.55,18354.80117,14737.125,30,18,10,16.01052632,40.07594937,6.428571429,1
Satoru Iwata,80,2625,15,175,0.810185185,26,49,8,7,2108,44,34,38,23.16781345,747,60,14.36,38.71692137,6,26,14.39980122,1,55.54285714,25.75238095,-34.74285714,-1.525779376,48,0.325,56.875,1.733333333,8.630705394,51.23475383,31.20202985,0.742857143,15.1,15,50,80,8.779220779,15.1,14.88690133,14.92533333,80,81.07692308,45.91296113,32.8125,33.82306905,1432,35.6931366,15.10826728,30,17,113.5881529,3.0125,1103.383333,33.93333333,142.6107434,979.7894737,14,9,4,8.779220779,27.01886792,13.5,1
BC Tripathy,81,2384,231,10.32034632,0.717856067,25,48,9,9,2137,78,33,38,19.95962433,1014,47,12.52,39.86226286,13,25,14.92357159,3.605551275,63.42281879,26.21644295,-48.11241611,-1.206390781,35,0.308641975,3.185292074,0.108225108,9.597156398,48.82622246,36.38910093,0.09765625,12.53333333,20,49,81,9.46969697,12.53333333,19.81099476,19.84857383,81,85.48,46.22769733,29.43209877,44.15880433,1512,34.64101615,15.38643637,31,21,75.97269269,2.604938272,1109.433333,38.88333333,254.6412756,994.7368421,19,10,4,9.46969697,26.19607843,2.727272727,0
A.S.  Fokas,81,12240,21,582.8571429,3.685636856,55,81,14,19,11261,127,76,81,39.48163903,3744,81,52.46,91.64060236,81,55,26.77600981,4.898979486,67.2875817,24.71405229,-3.676470588,-1.176373839,81,0.679012346,395.7671958,2.619047619,25.3125,110.6345335,62.73180821,1.25,36.08333333,42,81,81,26.07758621,36.08333333,41.83681196,41.8626634,81,204.7454545,106.117859,151.1111111,83.57631243,8236,66.74578638,37.87172087,81,42,363.9922877,2.172839506,6840.75,41.75,1738.163659,5592.345679,41,20,8,26.07758621,56.02702703,14.5,1
Andrei Okounkov,81,9428,12,785.6666667,2.838903945,44,81,14,17,9013,151.5,56,66,30.41352421,3432,64,46,83.06623863,48,45,24.04127699,4.69041576,75.06364022,20.53457785,-12.86593127,-1.081578338,58,0.543209877,426.781893,3.666666667,22.41509434,97.09788875,38.65568399,1.517241379,31.83333333,41,81,81,23.90123457,31.83333333,40.81861467,40.83029275,81,204.8409091,94.9368211,116.3950617,81.64557551,7077,59.69924623,32.42922017,73,41,469.4223041,1.962962963,5372.416667,53.71666667,2527.876365,4718,40,23,12,23.90123457,45.02247191,15.66666667,1
Bryna Kra,81,3852,53,72.67924528,1.159891599,25,62,10,10,3598,81,35,41,20.01812871,1408,40,26.66,51.63332257,15,25,16.48524793,2.828427125,77.82969886,16.22533749,-30.34787124,-1.103599649,34,0.308641975,22.43186583,0.471698113,8.333333333,62.0644826,34.61839588,0.378787879,15.54444444,21,63,81,10.59322034,15.54444444,20.88382225,20.89615784,81,143.92,59.98333102,47.55555556,45,2973,39.37003937,16.27361387,43,23,223.3281208,3,1867.046581,46.13247863,752.3745754,1812.804878,20,14,7,10.59322034,26.03921569,8.666666667,1
Mark Goresky,81,7062,25,282.48,2.126467931,28,81,10,10,6780,98.5,39,46,22.0565028,3272,45,54.94,72.79423054,19,28,18.98559905,2,84.90512603,11.10167091,-16.99235344,-1.07004905,40,0.345679012,97.64740741,1.12,10.40366972,84.0357067,69.5892712,0.608695652,16.66666667,23,81,81,11.87878788,16.66666667,22.92628693,22.93146417,81,242.1428571,82.3407554,87.18518519,52.51666402,5996,47.6235236,18.23749052,53,26,232.1542229,2.691358025,2909.666667,36.66666667,2096.154452,3649.73913,22,12,7,11.87878788,29.10526316,4.714285714,1
Richard Taylor,81,29794,174,171.2298851,8.971394158,52,81,21,31,29529,355.5,63,77,32.78187855,10336,64,158.04,151.4166437,56,52,32.87624155,5.830951895,90.03490636,9.075652816,-4.118278848,-1.014095563,61,0.641975309,109.9253583,0.298850575,13.1625,172.6093856,130.584264,0.266666667,31.01090909,40,81,81,12.87619048,31.01090909,39.94671945,39.94894945,81,567.8653846,171.8400419,367.8271605,135.9632303,26825,64.89992296,25.87589428,81,43,739.3767171,3.950617284,22466.92869,44.12995671,40987.0499,18115.58442,39,33,17,12.87619048,53.18095238,2.8,1
Sanjeev Arora,81,26823,25,1072.92,8.076784101,67,81,18,25,26056,158,81,81,42.9188272,7464,81,146.75,140.014285,81,68,33.4668086,2.828427125,80.65466204,16.73563733,-0.887298214,-1.049117301,81,0.827160494,887.477037,2.68,19.95220588,163.7772878,82.49231566,1.861111111,29.26666667,42,81,81,19.95111111,29.26666667,41.92875911,41.9373299,81,388.8955224,161.4187102,331.1481481,102.8882889,21567,73.66817495,36.56124238,81,58,1550.615587,3.358024691,10741.13333,29.76666667,12357.97582,17839.37037,41,33,18,19.95111111,68,68,1
B Sudakov,82,1533,59,25.98305085,0.450484866,15,39,7,6,1425,57,20,24,13.50142008,508,26,12.88,32.35737937,5,16,11.33412483,2,78.2778865,14.67710372,-58.51272016,-1.089339339,17,0.182926829,4.752997106,0.254237288,5.515695067,39.1535439,21.85558662,0.185185185,8.75,13,40,82,5.921052632,8.75,12.89458272,12.90606654,82,95,37.74917218,18.69512195,29.24038303,1200,24.18677324,9.424212937,24,15,64.33720396,2.719512195,593.1666667,38.75,246.671748,750,12,8,4,5.921052632,16.06451613,6,0
Andrew  Mattingly,82,33202,68,488.2647059,9.756685278,36,82,15,16,32381,102,52,69,30.16583145,13168,72,279.29,169.7498159,25,36,27.78269213,1.414213562,93.73230528,3.903379314,-2.620324077,-1.045883728,69,0.43902439,214.3601148,0.529411765,3.833766234,182.2141597,136.2879916,0.486486486,16.6859267,24,82,82,5.082352941,16.6859267,23.98337628,23.98406722,82,899.4722222,179.9472145,404.902439,60.59702963,31085,54.33231083,13.52644469,82,23,1882.759194,9.390243902,6772.734464,23.83960382,16720.66543,16218.26087,23,21,17,5.082352941,37.01369863,18.5,1
Frederick W.  Gehring,82,864,163,5.300613497,0.253893623,7,29,3,1,819,12,9,11,8.044364715,758,16,8.37,27.5317998,1,7,6.887698099,1,89.93055556,5.671296296,-56.25,-0.98488665,4,0.085365854,0.452491396,0.042944785,6.307692308,29.39387691,21.03568397,0.038888889,5.166666667,5,30,82,4.083333333,5.166666667,4.980024969,4.981481481,82,117,28.61817604,10.53658537,9.16515139,770,14.24780685,5.346338311,28,4,34.82730763,1.109756098,836.5,78.16666667,229.0320924,490,4,2,1,4.083333333,8.066666667,4,1
J.  Pila,82,2345,232,10.10775862,0.689097855,23,47,7,6,2024,42,31,35,20.19719939,940,49,15.35,37.61648575,5,24,13.92472946,2,63.75266525,22.55863539,-44.17910448,-1.311123986,32,0.280487805,2.835103028,0.099137931,15.8487395,48.42520005,40.8992665,0.094262295,21.5,23,48,82,16.53125,21.5,22.758,22.79360341,82,88,44.98888752,28.59756098,31.08054054,1495,32.87856445,19.4991987,42,23,127.1338284,1.451219512,1850.416667,68.66666667,180.3160854,982.4285714,22,10,5,16.53125,24.0212766,12.5,1
Robert  Macpherson,82,10040,139,72.23021583,2.950337937,38,82,13,14,9435,100,51,62,29.00772123,3708,67,65.46,85.80209788,31,38,22.63708844,2.449489743,79.97011952,14.38247012,-10.97609562,-1.113745666,63,0.463414634,33.47253904,0.273381295,16.31413613,100.1998004,83.91811485,0.2375,22.16666667,31,82,82,15.52688172,22.16666667,30.90136986,30.91035857,82,248.2894737,97.13392816,122.4390244,61.64414003,7991,55.82114295,24.29035828,67,37,285.7914552,2.329268293,4616.166667,44.5,2045.617069,4897.709677,30,16,8,15.52688172,39.03896104,9.75,1
E Pujals,83,152,54,2.814814815,0.043602983,7,9,3,1,77,11,9,9,9.25251556,68,20,0.9,7.745966692,0,8,4.808184673,4.123105626,18.42105263,32.23684211,-300.6578947,-7.666666667,5,0.084337349,0.237394021,0.12962963,6.602272727,12.32882801,8.154753215,0.085365854,7,8,10,83,7,7,7.363636364,7.677631579,83,11,8.774964387,1.831325301,8.774964387,28,7.937253933,7,9,7,2.623693509,1.060240964,144.3333333,80.83333333,1.880160643,21.77777778,7,0,0,7,8.066666667,4.5,0
S Sarda,83,2039,78,26.14102564,0.584911073,19,44,8,7,1828,76,28,32,17.19824078,816,33,13.73,37.05401463,11,21,13.20952515,2.449489743,71.94703286,17.70475723,-49.28886709,-1.195599022,27,0.228915663,5.984090207,0.243589744,5.652329749,45.15528762,27.30201458,0.195876289,7.05,14,45,83,4.5125,7.05,13.89751364,13.91711623,83,96.21052632,42.75511665,24.56626506,38,1467,28.91366459,9.259454628,21,13,91.20266409,3.361445783,496.45,34.96666667,212.830012,871.03125,13,11,5,4.5125,20.02564103,10.5,0
S Kaijser,83,663,47,14.10638298,0.190189329,14,24,5,3,478,27,18,20,14.28739592,210,32,4.1,19.10497317,2,15,8.847641063,3.872983346,44.64555053,29.56259427,-119.9095023,-1.731343284,18,0.168674699,2.3793899,0.29787234,6.67816092,25.74878638,20.29778313,0.259259259,11.25,13,25,83,6.75862069,11.25,12.68831169,12.78280543,83,34.14285714,21.86321111,7.987951807,19.4422221,282,18.33030278,9.727316673,17,12,32.4677752,2.096385542,382.8,52.99285714,22.98287888,197.4,12,5,3,6.75862069,15,15,0
AC Rencher,83,9934,45,220.7555556,2.849684452,19,83,10,10,9712,103,26,34,16.77455986,6863,37,91.92,87.40709353,10,19,16.82877818,1,94.13126636,3.633984296,-9.995973425,-1.036074884,24,0.228915663,50.53440428,0.422222222,9.981012658,99.6694537,92.33634171,0.31147541,11.5,17,83,83,8.595238095,11.5,16.97343296,16.97422992,83,511.1578947,98.54947996,119.686747,44.23799272,9351,39.7114593,12.77926147,83,18,457.4455741,1.903614458,8324.65,55.9,5236.025616,5225.558824,16,9,5,8.595238095,20.07692308,5.5,0
Alistair Sinclair,83,8184,20,409.2,2.34767642,34,83,11,12,7783,89,46,54,25.58081024,4284,51,58.15,77.4467559,25,34,20.99010994,2.645751311,81.39051808,14.12512219,-15.84799609,-1.08273189,47,0.409638554,167.6240964,1.7,12.71171171,90.46546302,57.10516614,0.918918919,18.61666667,25,83,83,12.43010753,18.61666667,24.92191948,24.92961877,83,228.9117647,88.22131262,98.60240964,55.00909016,6627,53.12249994,20.55781253,62,26,312.8625176,2.674698795,3856.9,38.61666667,2100.204458,4172.555556,24,16,8,12.43010753,35.02898551,11.66666667,1
Edward Witten,83,104871,14,7490.785714,30.08347676,83,83,33,54,104871,860,83,83,46.28676751,39960,83,363.03,285.2437554,83,83,52.03000771,6.08276253,93.43097711,6.569022895,0,0,83,1,7490.785714,5.928571429,47.84027778,323.8379224,131.1905188,1.765957447,61.33333333,83,83,83,47.84027778,61.33333333,83.93430977,83.93430977,83,1263.506024,323.8379224,1263.506024,267.1703576,97982,83,63.01383226,83,83,2716.259432,1.734939759,84045.16667,61.33333333,0.012048193,97982,83,55,29,47.84027778,82.58682635,-1.008510638,1
GM Torrie,84,12856,23,558.9565217,3.601120448,34,84,13,14,12307,99,48,58,27.28323436,5855,58,100.26,96.38464608,21,34,21.88172478,1,86.73771002,8.991910392,-8.929682638,-1.083382814,56,0.404761905,226.2443064,1.47826087,12.31034483,113.3843023,68.06320592,0.693877551,17.71666667,25,84,84,12.43010753,17.71666667,24.95131846,24.95519602,84,361.9705882,110.936919,153.047619,58.01723882,11151,53.44155686,20.55781253,76,27,297.5800912,2.761904762,5891.2,34.55,3430.887154,6536.793103,24,15,6,12.43010753,35.10144928,4.875,0
Doron Zeilberger,84,2410,27,89.25925926,0.675070028,24,46,8,7,1716,49,33,38,24.24700898,714,67,11.97,35.48239,9,26,13.81528554,2.645751311,48.29875519,23.90041494,-31.95020747,-2.126142596,58,0.285714286,25.5026455,0.888888889,14.29787234,49.09175083,31.20229692,0.461538462,20.28333333,22,47,84,12.8,20.28333333,21.73513514,21.81701245,84,71.5,41.42463035,28.69047619,34.2928564,1140,33.22649545,17.52712184,35,24,79.44796126,1.678571429,1589.9,59.95,74.50959488,720,21,8,4,12.8,25,25,1
J. Brian Conrey,84,10540,44,239.5454545,2.952380952,34,84,12,13,10075,81,47,56,26.53351064,4044,58,80.34,89.63258336,21,34,21.65784444,2,84.62049336,10.96774194,-11.70777989,-1.084309862,54,0.404761905,96.95887446,0.772727273,10.90076336,102.6645021,75.00555535,0.576271186,20.00757576,26,84,84,11.44554455,20.00757576,25.93563337,25.94070209,84,296.3235294,100.3742995,125.4761905,52.47856705,8919,53.44155686,19.72684756,71,32,452.8044437,3.119047619,5105.96474,41.37083424,2718.650794,5415.107143,25,17,9,11.44554455,35.04347826,9.25,1
Karen  Vogtmann,84,3566,41,86.97560976,0.998879552,30,59,8,7,3096,50,40,44,24.83710369,1252,58,21.1,45.93473631,8,30,16.35665548,1.414213562,61.58160404,25.23836231,-32.19293326,-1.311981914,52,0.357142857,31.06271777,0.731707317,14.31818182,59.71599451,49.58998555,0.652173913,20.25,23,60,84,15.25423729,20.25,22.8270193,22.8642737,84,103.2,55.64171097,42.45238095,38.72983346,2196,42.07136794,21.39222098,41,28,184.5660746,2.095238095,1876,47.33333333,279.643769,1497.272727,22,14,6,15.25423729,31.06557377,6.6,1
MO Oke,85,2205,45,49,0.603283174,21,46,8,7,1927,51.5,28,32,18.24673474,644,41,15.09,37.17526059,5,21,13.29113175,1,68.3446712,20,-49.20634921,-1.239766082,27,0.247058824,12.10588235,0.466666667,8.540669856,46.95742753,17.05725652,0.388888889,11.65,15,47,85,7.736842105,11.65,14.88748565,14.91111111,85,91.76190476,43.89760814,25.94117647,32.8861673,1486,31.08054054,12.74651655,29,14,202.8737603,2.458823529,956.0833333,45.28333333,196.6280613,975.1875,14,14,7,7.736842105,22.04651163,7.333333333,0
Q Xuejun,85,724,32,22.625,0.198084815,8,25,3,3,524,15,11,14,11.63882797,360,30,5.39,21,1,8,7.081291102,1,64.64088398,8.839779006,-58.42541436,-1.841498559,5,0.094117647,2.129411765,0.25,2.229508197,26.90724809,22.28227996,0.2,4.726190476,5,26,85,1.882352941,4.726190476,4.967741935,4.977900552,85,65.5,22.89104628,8.517647059,10.95445115,460,14.14213562,3.880570001,10,5,54.58389991,3.588235294,167.45,29.95952381,23.60098039,262.8571429,4,3,2,1.882352941,9.058823529,4.5,0
T.  Woolley,85,19157,102,187.8137255,5.241313269,64,85,17,23,18282,195.5,85,85,42.5963083,6402,85,81.82,115.7972366,85,64,31.36601495,5.744562647,74.05126064,21.38121835,-2.422091142,-1.091950074,85,0.752941176,141.4126874,0.62745098,18.01324503,138.4088147,83.84830278,0.566371681,28.88333333,43,85,85,17.88646288,28.88333333,42.89154626,42.90791878,85,285.65625,135.2109463,225.3764706,111.8570516,14186,73.75635566,33.83391234,79,55,1190.159194,3.552941176,6322.616667,29.08333333,4708.951583,10681.22353,42,33,17,17.88646288,65.05426357,8.375,1
Wendelin Werner,85,4255,13,327.3076923,1.164158687,28,65,11,11,3867,79.5,40,47,23.17465723,1720,52,25.15,54.05552701,15,28,17.4736188,3.16227766,72.4559342,18.4253819,-28.34312573,-1.189728959,46,0.329411765,107.8190045,2.153846154,13.91812865,65.23036103,36.71829698,0.933333333,20,26,66,85,12.85245902,20,25.83373238,25.85311398,85,138.1071429,62.18520724,50.05882353,47.18050445,3083,42.66145802,18.97020961,44,27,197.9107856,2.011764706,2069.833333,52.43333333,498.9110067,1836.680851,25,14,7,12.85245902,29.10526316,4.714285714,1
AI Bobenko,86,2865,12,238.75,0.765838011,18,53,7,6,2549,35,25,31,17.88466966,1170,45,23.04,45.82575695,5,18,13.02983689,1,77.66143106,11.30890052,-31.65794066,-1.235111111,31,0.209302326,49.97093023,1.5,9.159763314,53.52569476,30.48496897,0.43902439,13.78333333,15,54,86,8.307692308,13.78333333,14.9203252,14.93158813,86,141.6111111,50.48762225,33.31395349,25.0998008,2225,30.88689042,12.22859197,46,18,88.44033914,1.965116279,2220.733333,59.8,268.7255299,1291.935484,14,6,4,8.307692308,19.05405405,6.666666667,0
D. R.  Heath-brown,86,121938,65,1875.969231,32.59502807,78,86,35,62,121683,1087,86,86,45.32517826,47294,85,365.79,302.4714863,85,78,53.68261629,5.830951895,94.80145648,4.989420853,-0.291131559,-1.002963158,85,0.906976744,1701.460465,1.2,9.735849057,349.1962199,206.3547858,0.987341772,25.29179011,70,86,86,9.973770492,25.29179011,69.95979293,69.96095557,86,1560.038462,348.8309046,1417.883721,291.1803565,115599,81.90238092,27.89182852,86,76,5314.234027,8.011627907,41871.43657,27.14512345,676597.4306,104845.6047,69,68,43,9.973770492,79.28025478,2.422222222,1
S Sharot,87,1477,34,43.44117647,0.38584117,18,37,6,6,1190,29,25,28,17.80930875,508,41,9.71,29.66479395,4,21,11.4619687,2,58.6323629,21.93635748,-64.65809072,-1.509229099,29,0.206896552,8.987829615,0.529411765,12.528,38.4317577,30.47950131,0.327272727,16.66666667,17,38,87,11.57142857,16.66666667,16.77777778,16.82667569,87,66.11111111,34.49637662,16.97701149,22.84731932,866,25.8069758,14.43210706,33,18,50.02392868,1.436781609,1228.833333,73.16666667,70.39248668,556.7142857,16,5,3,11.57142857,19.02702703,10,0
C.  Mouhot,87,3579,11,325.3636364,0.934952978,29,59,11,12,3283,72,38,44,22.44084615,1536,47,19.63,49.58830507,14,30,16.94468351,3.464101615,68.23134954,23.49818385,-38.72590109,-1.157824934,38,0.333333333,108.4545455,2.636363636,13.140625,59.82474404,32.6906496,1.45,15.78333333,22,60,87,12.1884058,15.78333333,21.85211268,21.87678122,87,113.2068966,57.2974694,41.13793103,45.69463864,2442,41.36423576,18.80063212,42,27,264.8669326,2.206896552,1830.216667,48.45,456.2696878,1609.5,21,17,8,12.1884058,30.08474576,5.833333333,1
D. Osthus,87,2890,38,76.05263158,0.754963427,30,50,8,8,2072,62,41,45,27.91584562,1083,71,10.15,40.48456496,9,30,15.57431096,4.358898944,40.55363322,31.14186851,-30.79584775,-2.186427457,69,0.344827586,26.22504537,0.789473684,11.34782609,53.75872022,29.01378982,0.638297872,19.01666667,20,51,87,11.53846154,19.01666667,19.77974375,19.87508651,87,69.06666667,45.51922671,33.2183908,43.12771731,1172,38.72983346,18.60521019,29,18,219.3433793,2.643678161,1237.583333,38.21666667,84.14242756,781.3333333,19,15,7,11.53846154,31.04918033,8,1
H.D.  Macpherson,87,786,91,8.637362637,0.205329154,16,27,6,4,675,29.5,20,23,14.12595442,299,30,5.21,22.22611077,1,16,9.957925534,3.605551275,53.30788804,32.56997455,-130.2798982,-1.207253886,18,0.183908046,1.588480485,0.175824176,8.188235294,28.03569154,18.41195264,0.13559322,10.66666667,13,28,87,6.918918919,10.66666667,12.75798319,12.81679389,87,42.1875,25.98076211,9.034482759,21.72556098,419,20.78460969,10.52153519,21,11,21.096287,1.954022989,491.2,65.25,54.93942218,291.4782609,12,4,2,6.918918919,17.09090909,4.75,1
Kiyosi It,87,13925,68,204.7794118,3.637669801,30,87,14,16,13620,186.5,42,53,23.0075884,4431,50,105.98,99.60421678,25,30,22.82460666,1.732050808,91.3464991,6.463195691,-10.06822262,-1.037175836,42,0.344827586,70.61359026,0.441176471,18.64285714,118.0042372,97.51068318,0.352941176,27.5,30,87,87,25.71428571,27.5,29.93808437,29.93960503,87,454,116.7047557,160.0574713,74.79973262,12720,51.0881591,27.77460299,87,29,324.4038508,1.609195402,11605.16667,68.66666667,7147.484454,7200,29,14,6,25.71428571,31.16393443,3.454545455,1
N. Robertson,87,31171,29,1074.862069,8.142894462,87,87,19,29,31171,225,87,87,48.32206774,12000,87,111.76,147.8715659,87,87,39.10858046,8.94427191,75.71781464,24.28218536,0,0,87,1,1074.862069,3,23.653125,176.5531082,100.4817009,2.023255814,27.96666667,54,87,87,23.653125,27.96666667,53.89047452,53.90988419,87,358.2873563,176.5531082,358.2873563,139.9106858,23602,87,45.36322161,87,64,1369.540489,3.67816092,11318.2,27.96666667,0.011494253,23602,53,44,18,23.653125,87.28571429,-1.016129032,1
R.  Rouquier,87,2850,51,55.88235294,0.744514107,28,53,9,9,2573,66,35,40,21.36152215,999,42,16.93,44.05678154,11,28,15.74428671,3,63.75438596,27.50877193,-49.19298246,-1.161412358,37,0.32183908,17.98512508,0.549019608,15.03703704,53.38539126,31.72801076,0.411764706,20.91666667,22,54,87,16,20.91666667,21.81540393,21.84526316,87,91.89285714,50.72474741,32.75862069,42.98837052,1789,38.52272057,21.16601049,45,28,141.2059652,1.862068966,2125.25,63.61666667,342.1894474,1252.3,21,13,6,16,29.01754386,14.5,1
Sergei  Ivanov,87,1412,32,44.125,0.368861024,17,36,7,6,1085,45,24,28,17.52765231,418,43,8.87,28.23118843,3,17,11.24849562,3.31662479,57.57790368,20.4674221,-62.25212465,-1.639851485,28,0.195402299,8.622126437,0.53125,6.632286996,37.57658846,27.96128276,0.414634146,15.66666667,15,37,87,13.13636364,15.66666667,14.8129771,14.8611898,87,63.82352941,32.93933818,16.22988506,27.65863337,796,24.73863375,14.94383424,34,14,86.63998495,2.563218391,1208.366667,41.86666667,57.69462366,483.2857143,14,7,5,13.13636364,18.02857143,9,1
Srinivasa Varadhan,87,16884,43,392.6511628,4.410658307,37,87,17,19,16657,229.5,46,59,24.87830602,6048,49,107.39,114.4945414,36,37,25.99845281,3.741657387,90.76640606,8.108268183,-9.748874674,-1.016336903,45,0.425287356,166.989575,0.860465116,14.5,129.938447,114.6610948,0.627118644,21.53333333,35,87,87,17.32911392,21.53333333,34.93014262,34.93153281,87,450.1891892,129.0620006,194.0689655,92.14933532,15288,56.73623181,25.32147735,87,37,557.0514205,2.551724138,8307.366667,45.45,17051.51216,9587.389831,34,21,12,17.32911392,38.18666667,2.533333333,1
T.  Hall,87,80808,39,2072,21.10971787,87,87,21,33,80808,302,87,87,48.32206774,47560,87,558.91,232.4521456,87,87,42.93822139,1,90.63335313,9.366646867,0,0,87,1,2072,2.230769231,25.06291391,284.2674797,131.6758388,1.474576271,33.12619048,67,87,87,25.06291391,33.12619048,66.94291331,66.94609445,87,928.8275862,284.2674797,928.8275862,162.0925661,73239,87,46.69554058,87,84,3243.848473,3.471264368,23051.62857,33.12619048,0.011494253,73239,66,45,18,25.06291391,87.05142857,-1.012121212,1
F.  Tisseur,88,4822,31,155.5483871,1.231358529,29,69,10,10,4579,86,37,43,21.73450475,1717,45,32.46,56.97367813,19,29,17.63318842,1,77.51970137,17.44089589,-30.40232269,-1.085033234,36,0.329545455,51.26026393,0.935483871,10.90598291,69.44062212,40.25646946,0.659090909,15.25,21,70,88,11.06578947,15.25,20.90412272,20.91704687,88,157.8965517,67.66830868,54.79545455,49.93996396,3738,44.73253849,17.91390228,49,29,241.9483702,2.659090909,2420.766667,40.5,1032.5448,2520.976744,20,16,7,11.06578947,30.11864407,4.375,1
Thomas Wolff,88,6400,30,213.3333333,1.634320735,44,79,11,12,5272,75.5,59,65,35.8354019,2058,88,27.06,61.02458521,69,45,21.12324185,7,52.125,30.25,-12.625,-1.507163324,88,0.5,106.6666667,1.466666667,16.61802575,80,44.33358396,0.814814815,27.45,27,80,88,15.86885246,27.45,26.84384384,26.894375,88,119.8181818,72.60853944,72.72727273,57.6367938,3336,58.95761189,26.42403278,50,42,190.4399081,2.647727273,3010.35,43.4,339.9097357,2258.215385,26,13,5,15.86885246,45.01123596,23,1
